input,reference,initial,final,iters,magic_number
1.228685,0.902152,0.915724,0.901844,1,0x5F390FA8
0.598065,1.293081,1.288341,1.293055,1,0x5F3175C6
0.106940,3.057948,3.204015,3.057893,2,0x5F3A903E
0.094813,3.247628,3.343998,3.247619,2,0x5F371AB1
0.041458,4.911289,4.917710,4.911276,1,0x5F3245D9
1.513540,0.812836,0.868916,0.812771,2,0x5F3F4F1B
0.013003,8.769727,8.425092,8.769658,2,0x5F315175
0.078563,3.567717,3.640628,3.567715,2,0x5F3972EB
0.077250,3.597902,3.584878,3.597832,1,0x5F348966
0.182757,2.339178,2.448953,2.339138,2,0x5F3A4DF1
0.109048,3.028250,3.165317,3.028206,2,0x5F3A3EBD
0.016374,7.814874,7.902929,7.814874,2,0x5F3FF639
0.631217,1.258667,1.366332,1.258427,2,0x5F3FAFAC
0.423114,1.537345,1.641638,1.537231,2,0x5F3E725E
0.075420,3.641304,3.611868,3.640949,1,0x5F3463B7
0.076648,3.612006,3.690112,3.612003,2,0x5F3AA7B5
1.229771,0.901754,0.910539,0.901625,1,0x5F37CDA4
1.839537,0.737303,0.750194,0.736963,1,0x5F35C7A9
0.687192,1.206315,1.297139,1.206178,2,0x5F3DFE8F
0.393218,1.594715,1.692352,1.594637,2,0x5F3D48EE
0.021531,6.815082,7.223888,6.814773,2,0x5F3F5AA6
0.113880,2.963307,3.054582,2.963298,2,0x5F381B2D
0.371041,1.641683,1.709463,1.641666,2,0x5F39CC38
0.035755,5.288464,5.333617,5.287884,1,0x5F33E717
0.567016,1.328012,1.359354,1.326894,1,0x5F369351
0.892922,1.058262,1.044851,1.058008,1,0x5F3808F4
0.472498,1.454789,1.509802,1.454778,2,0x5F3A36D2
0.349042,1.692627,1.777702,1.692589,2,0x5F3CE690
0.081416,3.504653,3.600618,3.504646,2,0x5F39CF43
0.039862,5.008646,5.189952,5.008615,2,0x5F37B745
0.083878,3.452836,3.533710,3.452832,2,0x5F380C6E
0.982076,1.009084,0.979912,1.009082,2,0x5F389035
0.955622,1.022956,0.961983,1.022914,2,0x5F30964F
0.211679,2.173506,2.069884,2.173470,2,0x5F30DA34
0.045608,4.682517,4.881701,4.682464,2,0x5F399EA2
0.119478,2.893056,2.899607,2.893034,1,0x5F33EB7A
1.301871,0.876427,0.895249,0.875817,1,0x5F3880E1
0.071296,3.745133,3.619426,3.745117,2,0x5F30A680
0.463084,1.469502,1.533977,1.469483,2,0x5F3AE605
0.331924,1.735724,1.802298,1.735711,2,0x5F3BAAAA
0.060756,4.057005,4.095014,4.056469,1,0x5F3F77F8
0.026782,6.110547,6.195965,6.110546,2,0x5F33F819
0.024038,6.449813,6.608721,6.449805,2,0x5F35F0BD
0.036510,5.233533,5.417676,5.233505,2,0x5F382349
1.423351,0.838193,0.838695,0.838193,1,0x5F31CCDD
0.509218,1.401356,1.474952,1.401318,2,0x5F3DF940
0.034664,5.371062,5.405620,5.370727,1,0x5F33F8CC
0.980851,1.009714,0.957778,1.009691,2,0x5F32BD77
0.034798,5.360716,5.300193,5.359695,1,0x5F30DF5C
0.571403,1.322906,1.310308,1.322726,1,0x5F30DBE5
0.014967,8.173937,7.716926,8.173677,2,0x5F318D54
0.048682,4.532261,4.548456,4.532174,1,0x5F354072
0.744760,1.158755,1.135346,1.158051,1,0x5F30A751
0.063185,3.978264,3.864125,3.978255,2,0x5F380159
0.058920,4.119722,3.904503,4.119623,2,0x5F328E85
0.053448,4.325460,4.472346,4.325440,2,0x5F3C93DB
0.777996,1.133734,1.140138,1.133680,1,0x5F35856C
0.070108,3.776743,3.760212,3.776635,1,0x5F387198
0.297425,1.833628,1.842209,1.833567,1,0x5F37F191
0.163652,2.471945,2.535077,2.471941,2,0x5F3608F6
0.202323,2.223191,2.133708,2.223172,2,0x5F30259F
1.359127,0.857768,0.906185,0.857738,2,0x5F3EF7AC
0.237510,2.051913,1.938161,2.051850,2,0x5F31B090
0.269311,1.926960,1.899658,1.926383,1,0x5F381994
0.157751,2.517754,2.499335,2.517552,1,0x5F30B9E8
1.782405,0.749026,0.752267,0.749005,1,0x5F32A781
0.012755,8.854348,9.378542,8.853967,2,0x5F3E8C13
0.096705,3.215699,3.434743,3.215455,2,0x5F3ED97C
0.128814,2.786237,2.856567,2.786233,2,0x5F38C5EE
1.085777,0.959687,0.969618,0.959533,1,0x5F3DB643
0.325059,1.753957,1.779016,1.753417,1,0x5F36EDDB
0.454360,1.483543,1.538871,1.483533,2,0x5F394AA8
0.103564,3.107388,3.256757,3.107330,2,0x5F3A7B65
0.863360,1.076227,1.119362,1.076218,2,0x5F3DC9DD
0.214689,2.158217,2.078254,2.158203,2,0x5F32EDD6
0.233394,2.069926,2.018312,2.069923,2,0x5F38AB81
0.423470,1.536699,1.577854,1.536696,2,0x5F365FA6
0.078861,3.560970,3.651237,3.560966,2,0x5F3A6EDA
1.214600,0.907368,0.928036,0.906656,1,0x5F3B4FC8
0.065070,3.920207,3.962583,3.919517,1,0x5F403CB9
0.596126,1.295182,1.366070,1.295142,2,0x5F3B2940
0.025721,6.235252,6.355563,6.235249,2,0x5F34BB73
0.479850,1.443602,1.524639,1.443552,2,0x5F3DFECC
0.624676,1.265239,1.327677,1.265213,2,0x5F39E6B1
0.291079,1.853507,1.857057,1.853497,1,0x5F383837
0.206516,2.200509,2.330302,2.200416,2,0x5F3EE01D
0.039834,5.010436,5.101312,5.010434,2,0x5F34D232
0.019538,7.154140,7.148351,7.154133,1,0x5F34C69B
0.053168,4.336860,4.134190,4.336792,2,0x5F312E8E
0.172990,2.404302,2.483184,2.404293,2,0x5F377EAC
1.303558,0.875860,0.863964,0.875619,1,0x5F309A40
0.037651,5.153632,5.196996,5.153083,1,0x5F33699B
0.105032,3.085593,3.111204,3.085273,1,0x5F32AB8B
0.279933,1.890048,1.923741,1.889141,1,0x5F3DE6DD
0.410498,1.560790,1.653703,1.560721,2,0x5F3CC2F5
0.031127,5.668025,5.849131,5.668005,2,0x5F3AAB0B
0.070125,3.776278,3.703237,3.776276,2,0x5F34D0A7
0.384423,1.612854,1.688859,1.612826,2,0x5F3A961F
0.237408,2.052352,2.041202,2.052262,1,0x5F3C30A7
0.610099,1.280265,1.318462,1.280262,2,0x5F36DB15
0.021992,6.743211,7.194387,6.742735,2,0x5F404CCB
0.035264,5.325177,5.555148,5.325112,2,0x5F39FC48
0.251945,1.992263,1.976526,1.992077,1,0x5F3D7E49
0.040124,4.992244,5.259880,4.992099,2,0x5F3A7DAD
0.039632,5.023164,5.450115,5.022232,2,0x5F3F91E2
0.376144,1.630509,1.674531,1.630506,2,0x5F36A1F8
0.900191,1.053980,0.998738,1.053955,2,0x5F32E6C6
0.032789,5.522475,5.694113,5.522457,2,0x5F395D3A
0.439944,1.507652,1.516176,1.507579,1,0x5F32B245
1.365850,0.855654,0.863719,0.855540,1,0x5F3486CB
1.068234,0.967535,0.951387,0.967133,1,0x5F37EC05
0.126688,2.809517,2.904423,2.809504,2,0x5F3ABF5D
1.456213,0.828681,0.869868,0.828664,2,0x5F3BE244
0.196394,2.256500,2.242150,2.256363,1,0x5F340D35
0.231103,2.080163,2.136704,2.080159,2,0x5F3F12E0
0.072459,3.714949,3.594431,3.714935,2,0x5F303DF1
0.024194,6.429088,6.726268,6.428986,2,0x5F3A5676
0.137464,2.697154,2.684750,2.697069,1,0x5F32349B
0.141343,2.659887,2.791119,2.659832,2,0x5F3AFFC6
0.158478,2.511976,2.632915,2.511929,2,0x5F39A5B7
1.206149,0.910541,0.889312,0.909804,1,0x5F30DB7A
0.014319,8.356732,8.332531,8.356627,1,0x5F3AA028
0.110082,3.013986,3.128263,3.013965,2,0x5F38EEDF
0.067323,3.854063,3.689547,3.854021,2,0x5F3111CF
0.588285,1.303785,1.391089,1.303693,2,0x5F3D5C23
0.027645,6.014378,6.149326,6.014373,2,0x5F36034B
1.541914,0.805323,0.833526,0.805318,2,0x5F3810AB
0.083384,3.463058,3.649586,3.462957,2,0x5F3EF550
0.023621,6.506590,6.546234,6.506227,1,0x5F323ADD
0.087169,3.387024,3.439673,3.387024,2,0x5F35667E
0.363467,1.658699,1.654611,1.658684,1,0x5F30D679
0.013436,8.627115,8.183280,8.626918,2,0x5F30FFF9
1.648386,0.778880,0.801260,0.777906,1,0x5F369E8C
0.417268,1.548076,1.666142,1.547891,2,0x5F40163B
0.206490,2.200648,2.210743,2.200578,1,0x5F3735DE
0.120536,2.880324,2.844933,2.879674,1,0x5F318135
0.252882,1.988570,1.961657,1.988026,1,0x5F3BD475
0.016251,7.844423,7.578713,7.844388,2,0x5F351525
1.437648,0.834015,0.857117,0.833046,1,0x5F376E72
0.470512,1.457856,1.474283,1.457578,1,0x5F3528C7
0.526962,1.377559,1.383248,1.377524,1,0x5F3481C2
0.074151,3.672333,3.643760,3.672000,1,0x5F35218E
0.148892,2.591578,2.691949,2.591558,2,0x5F388477
0.525035,1.380085,1.381476,1.380083,1,0x5F34088E
0.305990,1.807782,1.863631,1.807777,2,0x5F3CE0DC
0.309831,1.796542,1.826372,1.795795,1,0x5F3917AA
0.025490,6.263478,6.405338,6.263473,2,0x5F3560AC
0.015462,8.042159,7.669627,8.042038,2,0x5F3416EE
0.290067,1.856739,1.848023,1.856678,1,0x5F36CDD9
0.274358,1.909154,1.880159,1.908497,1,0x5F36E569
1.045267,0.978107,0.939366,0.978099,2,0x5F335FED
1.666455,0.774646,0.811909,0.774632,2,0x5F3A807E
0.630533,1.259349,1.246861,1.259164,1,0x5F304E6E
0.020739,6.943996,6.932423,6.943967,1,0x5F32C87C
0.054611,4.279192,4.474650,4.279128,2,0x5F3F07FA
0.019970,7.076349,7.296459,7.076327,2,0x5F3B48D1
0.512563,1.396774,1.365332,1.395721,1,0x5F305EE1
1.635119,0.782034,0.827778,0.782001,2,0x5F3C8F08
0.285070,1.872941,1.828725,1.872940,2,0x5F330E03
0.355866,1.676319,1.746054,1.676301,2,0x5F3A98BC
0.749687,1.154941,1.177997,1.154246,1,0x5F36BE58
0.064561,3.935642,3.787384,3.935616,2,0x5F3480B7
0.188634,2.302448,2.311807,2.302391,1,0x5F34894D
0.403419,1.574424,1.623874,1.574419,2,0x5F372192
0.022307,6.695444,6.808279,6.695442,2,0x5F353C02
0.630053,1.259829,1.255486,1.259806,1,0x5F315957
0.013232,8.693470,9.024448,8.693406,2,0x5F3CC8E7
0.527778,1.376494,1.453506,1.376447,2,0x5F3D9AB7
0.439871,1.507778,1.540143,1.506728,1,0x5F35BEC9
0.194543,2.267214,2.227207,2.266161,1,0x5F3225A7
0.058762,4.125275,3.962778,4.125242,2,0x5F35F633
1.256524,0.892102,0.883942,0.891991,1,0x5F32B4E8
0.034188,5.408310,5.345015,5.407204,1,0x5F310ED9
0.316109,1.778612,1.790782,1.778487,1,0x5F3624E2
0.124980,2.828652,2.929566,2.828636,2,0x5F3B78CC
1.015215,0.992478,0.939009,0.992451,2,0x5F315C32
0.017277,7.607966,7.568174,7.607655,1,0x5F38F281
0.016091,7.883255,7.883396,7.883255,1,0x5F3E2DA4
0.013662,8.555376,8.575237,8.555307,1,0x5F391FF5
0.182179,2.342885,2.303642,2.341905,1,0x5F30B56B
0.127602,2.799436,2.919525,2.799403,2,0x5F3C2E9B
0.259259,1.963963,1.880439,1.963942,2,0x5F331101
0.314007,1.784556,1.832769,1.784553,2,0x5F3AFAF5
0.245277,2.019165,1.941684,2.019150,2,0x5F361E0B
0.114884,2.950328,3.047176,2.950317,2,0x5F38A911
0.248273,2.006946,1.938370,2.006937,2,0x5F373A1B
0.221575,2.124417,1.998299,2.124332,2,0x5F313A82
0.264403,1.944763,1.911709,1.943925,1,0x5F3862CF
0.160775,2.493967,2.497922,2.493958,1,0x5F322F0F
0.030447,5.730927,5.800958,5.730927,2,0x5F3657DD
0.177026,2.376740,2.384611,2.376701,1,0x5F334099
0.015712,7.977773,7.592632,7.977630,2,0x5F335244
0.263975,1.946340,1.948054,1.946337,1,0x5F3CEDB5
1.749844,0.755963,0.802480,0.755925,2,0x5F3D6CC7
1.896914,0.726066,0.725936,0.726066,1,0x5F333DFD
0.156332,2.529158,2.668654,2.529076,2,0x5F3AD5FC
0.399727,1.581678,1.615607,1.580579,1,0x5F3520C0
0.258399,1.967228,1.952668,1.967067,1,0x5F3C1773
0.319338,1.769599,1.737693,1.768741,1,0x5F302CD7
1.469050,0.825053,0.842393,0.824502,1,0x5F35ABFF
1.103597,0.951907,0.927177,0.950952,1,0x5F33FCD6
0.015519,8.027189,7.858867,8.027184,2,0x5F3A9E3D
0.216998,2.146704,2.217527,2.146695,2,0x5F3D0655
0.472032,1.455506,1.468160,1.455341,1,0x5F34C3C7
0.341492,1.711235,1.780630,1.711219,2,0x5F3B57B6
0.072184,3.722034,3.653156,3.722032,2,0x5F33B7D7
0.119707,2.890279,2.955705,2.890276,2,0x5F37BED0
0.218130,2.141125,2.085085,2.141122,2,0x5F3520CE
0.021890,6.758895,6.789112,6.758692,1,0x5F32E9E1
1.485202,0.820554,0.867464,0.820524,2,0x5F3D1FB1
0.023452,6.529964,6.811321,6.529885,2,0x5F3A0576
1.006182,0.996923,0.967192,0.996921,2,0x5F37FF34
0.037065,5.194180,5.447686,5.194077,2,0x5F3A3C45
1.195577,0.914558,0.928748,0.914226,1,0x5F3A46C6
0.498239,1.416711,1.449337,1.415575,1,0x5F39106F
0.247635,2.009527,1.985558,2.009100,1,0x5F3CF0CA
0.015902,7.930063,7.628173,7.930007,2,0x5F353C41
1.103115,0.952115,0.912559,0.952106,2,0x5F3036EC
0.154019,2.548079,2.653703,2.548053,2,0x5F38B1D8
1.234198,0.900135,0.901531,0.900132,1,0x5F35C7D6
0.139775,2.674760,2.856881,2.674557,2,0x5F3E67C6
0.319752,1.768451,1.807468,1.768450,2,0x5F393668
0.041661,4.899319,5.020913,4.899312,2,0x5F35FDA0
0.138902,2.683158,2.772265,2.683147,2,0x5F388AE9
0.089376,3.344941,3.336133,3.344906,1,0x5F3108B4
0.489970,1.428615,1.431237,1.428608,1,0x5F34A174
0.253384,1.986600,1.915571,1.986590,2,0x5F360F32
0.092947,3.280061,3.399010,3.280042,2,0x5F38B6EA
0.460796,1.473146,1.574733,1.473029,2,0x5F3F878D
0.019628,7.137677,7.116927,7.137586,1,0x5F3423CD
1.396423,0.846236,0.858068,0.845987,1,0x5F350957
0.014819,8.214571,8.317271,8.214570,2,0x5F3E7A0C
0.346572,1.698649,1.746777,1.698645,2,0x5F384F49
0.035036,5.342451,5.672363,5.342179,2,0x5F3D4523
1.797474,0.745879,0.751479,0.745816,1,0x5F336AB8
1.598306,0.790988,0.804731,0.790628,1,0x5F344D7A
0.026025,6.198725,6.457864,6.198660,2,0x5F39404B
0.201242,2.229156,2.242096,2.229043,1,0x5F3687B7
1.864157,0.732417,0.739429,0.732316,1,0x5F349997
0.047597,4.583640,4.717813,4.583628,2,0x5F3872D2
0.054694,4.275930,4.051974,4.275826,2,0x5F31AD1E
0.073018,3.700705,3.789104,3.700701,2,0x5F3D45F7
1.046708,0.977434,0.948689,0.977431,2,0x5F35DA93
0.962838,1.019115,0.996096,1.018341,1,0x5F3A3E74
0.622374,1.267577,1.353647,1.267482,2,0x5F3CEE3E
0.182670,2.339733,2.520243,2.339440,2,0x5F3ED296
0.833198,1.095534,1.157193,1.095496,2,0x5F3EC51D
1.539520,0.805948,0.808814,0.805933,1,0x5F3195EB
0.646358,1.243837,1.258383,1.243580,1,0x5F33CE91
0.085130,3.427354,3.577997,3.427310,2,0x5F3C2A32
1.076153,0.963969,0.925763,0.963961,2,0x5F31DE7D
0.013224,8.695910,8.516861,8.695904,2,0x5F349A42
0.033512,5.462637,5.829712,5.462245,2,0x5F3F2EBE
0.221226,2.126090,2.098344,2.125550,1,0x5F378FD5
0.032031,5.587481,5.643428,5.586638,1,0x5F363054
0.533923,1.368550,1.376671,1.368477,1,0x5F348E5B
0.014957,8.176613,7.982080,8.176604,2,0x5F39F4EC
0.019874,7.093423,7.011480,7.093423,2,0x5F31C595
0.015471,8.039814,7.744508,8.039765,2,0x5F368F47
0.287719,1.864300,1.826344,1.863149,1,0x5F336D97
0.016546,7.774120,7.616071,7.774117,2,0x5F377CC5
0.118965,2.899283,2.917486,2.899112,1,0x5F348A02
0.970748,1.014955,1.014886,1.014955,1,0x5F3E2940
0.588112,1.303978,1.295670,1.303899,1,0x5F311FC1
0.484241,1.437042,1.427012,1.436937,1,0x5F329F86
0.997149,1.001428,0.965777,1.001423,2,0x5F36DFB8
0.021827,6.768608,6.830229,6.767763,1,0x5F33F8E3
1.240150,0.897972,0.917680,0.897319,1,0x5F3A4BAC
1.186784,0.917940,0.950822,0.917935,2,0x5F3F5D58
0.137044,2.701285,2.840896,2.701218,2,0x5F3BFBD4
0.013947,8.467551,8.322815,8.467548,2,0x5F376B78
0.546984,1.352111,1.396380,1.352106,2,0x5F38C02E
0.581650,1.311201,1.328060,1.310874,1,0x5F347161
0.037027,5.196879,5.616992,5.196092,2,0x5F3F9309
0.018335,7.385092,7.237840,7.385089,2,0x5F32B659
1.716625,0.763242,0.782510,0.762506,1,0x5F362FC0
0.025358,6.279798,6.547430,6.279726,2,0x5F3961F4
0.874929,1.069088,1.112470,1.069078,2,0x5F3E6319
0.542580,1.357589,1.406299,1.357581,2,0x5F3974D9
0.174075,2.396798,2.403901,2.396766,1,0x5F32F9E8
0.083852,3.453381,3.521799,3.453379,2,0x5F374253
0.342322,1.709160,1.798704,1.709115,2,0x5F3DDE59
0.453909,1.484280,1.554067,1.484254,2,0x5F3B1F06
0.082219,3.487488,3.657355,3.487419,2,0x5F3E4371
0.018664,7.319784,7.215645,7.319783,2,0x5F335921
0.757437,1.149018,1.142001,1.148954,1,0x5F3320C4
0.161936,2.485009,2.643793,2.484864,2,0x5F3C1D34
0.027535,6.026439,6.476787,6.025774,2,0x5F4009F0
0.088200,3.367182,3.503219,3.367151,2,0x5F3A85BF
0.106275,3.067504,3.186615,3.067479,2,0x5F38C4C5
0.447326,1.495160,1.599485,1.495035,2,0x5F3F3FEA
0.433697,1.518472,1.626832,1.518333,2,0x5F3F42CC
0.215282,2.155244,2.032765,2.155171,2,0x5F305238
0.102409,3.124863,3.237114,3.124845,2,0x5F380AC6
1.398273,0.845676,0.839291,0.845604,1,0x5F305916
0.341182,1.712012,1.764153,1.712007,2,0x5F392775
0.275853,1.903975,1.850280,1.903971,2,0x5F337448
1.965038,0.713369,0.705327,0.713234,1,0x5F325380
0.049307,4.503450,4.691545,4.503402,2,0x5F3B1C40
1.478036,0.822541,0.837484,0.822131,1,0x5F34FD78
0.074313,3.668317,3.769259,3.668309,2,0x5F3D5450
0.042747,4.836657,4.978342,4.836644,2,0x5F36DA83
0.090605,3.322184,3.481642,3.322122,2,0x5F3B9AD1
0.113555,2.967546,2.937003,2.967076,1,0x5F303F88
0.285636,1.871084,1.901790,1.870324,1,0x5F3C8D54
0.090745,3.319624,3.494290,3.319535,2,0x5F3C8EAD
0.166493,2.450763,2.499101,2.450762,2,0x5F352FE9
0.022974,6.597527,6.604343,6.597516,1,0x5F3170D4
0.021993,6.743100,7.184224,6.742666,2,0x5F3FFA4C
0.208220,2.191485,2.204859,2.191363,1,0x5F37B840
0.051684,4.398665,4.298645,4.398662,2,0x5F3367EC
0.498928,1.415732,1.477811,1.415714,2,0x5F3CE2A7
0.857093,1.080155,1.090630,1.080002,1,0x5F394EF6
0.097174,3.207922,3.214165,3.207904,1,0x5F313696
0.667239,1.224220,1.275885,1.224206,2,0x5F38B847
1.529830,0.808497,0.805248,0.808477,1,0x5F300D71
0.074308,3.668443,3.802562,3.668420,2,0x5F3F749E
0.569770,1.324800,1.414422,1.324702,2,0x5F3DFA01
0.120309,2.883036,2.923736,2.882170,1,0x5F3650E4
0.729462,1.170843,1.146105,1.170065,1,0x5F30128F
0.269015,1.928022,1.889345,1.926866,1,0x5F36B434
0.516817,1.391014,1.383977,1.390960,1,0x5F334D3D
0.013033,8.759525,9.180469,8.759362,2,0x5F3DA708
0.616548,1.273552,1.258850,1.273299,1,0x5F300D06
0.027079,6.076972,6.258546,6.076955,2,0x5F372FEF
0.025115,6.310058,6.292065,6.309982,1,0x5F303796
0.087876,3.373374,3.436764,3.373372,2,0x5F35F024
0.036063,5.265886,5.480113,5.265836,2,0x5F393846
0.447724,1.494496,1.529621,1.494494,2,0x5F3668AB
1.071861,0.965897,0.978197,0.965661,1,0x5F3F047A
0.555469,1.341745,1.438503,1.341617,2,0x5F3F3A7A
1.937692,0.718386,0.728771,0.718159,1,0x5F3693D9
0.886609,1.062023,0.995090,1.061969,2,0x5F303AA1
0.041718,4.895983,5.326219,4.894943,2,0x5F3FE078
0.112222,2.985109,3.031017,2.984044,1,0x5F34E69E
0.045865,4.669359,4.970954,4.669073,2,0x5F3D00C1
0.550521,1.347762,1.374689,1.346950,1,0x5F366D42
0.028008,5.975329,6.195102,5.975291,2,0x5F38F667
0.022428,6.677401,6.666884,6.677375,1,0x5F313448
0.051359,4.412553,4.366406,4.411831,1,0x5F34E8BB
0.031486,5.635600,5.491702,5.635592,2,0x5F3037D6
0.270315,1.923380,1.917000,1.923349,1,0x5F3A939C
0.343679,1.705781,1.726611,1.705398,1,0x5F34FCF8
0.995057,1.002481,1.006584,1.002456,1,0x5F4035C1
0.067786,3.840860,3.782321,3.840859,2,0x5F377B60
0.020383,7.004262,7.199919,7.004247,2,0x5F39E336
0.016083,7.885210,7.923806,7.884925,1,0x5F3F7052
0.508870,1.401834,1.479175,1.401789,2,0x5F3E783D
1.011576,0.994262,0.996290,0.994255,1,0x5F3FCA83
0.015796,7.956477,7.924155,7.956280,1,0x5F3E466A
0.031542,5.630644,5.520712,5.630641,2,0x5F314290
1.269777,0.887434,0.904081,0.886963,1,0x5F38B5E0
0.029984,5.775058,5.715799,5.774148,1,0x5F31B82A
0.073536,3.687664,3.708609,3.687485,1,0x5F38A6BF
1.704083,0.766046,0.812066,0.766011,2,0x5F3CF33B
0.537403,1.364111,1.440046,1.364065,2,0x5F3D1D14
0.058972,4.117910,3.924351,4.117845,2,0x5F33EEE6
0.044850,4.721913,4.733826,4.721868,1,0x5F3355E6
0.058245,4.143526,4.238740,4.143522,2,0x5F3EECFF
0.045225,4.702321,4.772461,4.702320,2,0x5F3556C1
0.108664,3.033596,3.130311,3.033585,2,0x5F379C8F
1.580086,0.795536,0.831240,0.795524,2,0x5F39EC48
1.784003,0.748690,0.788587,0.748669,2,0x5F3C0DF3
0.158859,2.508964,2.483093,2.508565,1,0x5F3040F0
0.684919,1.208315,1.300757,1.208169,2,0x5F3E2AA7
0.493674,1.423245,1.417780,1.423214,1,0x5F33DB42
0.262440,1.952022,1.934894,1.951797,1,0x5F3AD9E6
0.013327,8.662460,8.487126,8.662457,2,0x5F34F70D
0.550399,1.347910,1.443149,1.347792,2,0x5F3F2C9C
0.665674,1.225658,1.282551,1.225638,2,0x5F395F6B
0.399008,1.583104,1.652141,1.583084,2,0x5F399EB5
0.939120,1.031905,0.999074,1.031901,2,0x5F37F863
0.076272,3.620918,3.638638,3.620788,1,0x5F36F993
0.048846,4.524660,4.530780,4.524647,1,0x5F350579
0.305217,1.810071,1.818417,1.810013,1,0x5F36E496
0.651209,1.239196,1.322651,1.239106,2,0x5F3CA76F
0.029042,5.867956,5.942022,5.867955,2,0x5F3519C7
0.964686,1.018139,0.979991,1.018132,2,0x5F365B82
0.077064,3.602250,3.590640,3.602193,1,0x5F34B6F4
0.022601,6.651697,6.902560,6.651650,2,0x5F39750B
0.020500,6.984227,6.880217,6.984226,2,0x5F302302
0.019929,7.083615,7.226378,7.083611,2,0x5F38DFC8
0.206553,2.200313,2.173692,2.199832,1,0x5F34DF0F
1.832820,0.738652,0.782513,0.738620,2,0x5F3D9FAC
0.031328,5.649783,5.518461,5.649777,2,0x5F30C046
0.018800,7.293253,7.557889,7.293210,2,0x5F3EDB6F
0.088475,3.361930,3.463201,3.361921,2,0x5F383E64
1.771419,0.751345,0.789923,0.751327,2,0x5F3B9751
0.440134,1.507328,1.495281,1.507184,1,0x5F3011F6
0.015436,8.048856,7.670406,8.048728,2,0x5F33E75F
0.025449,6.268537,6.648287,6.268240,2,0x5F3CFBCA
0.021808,6.771644,6.765941,6.771636,1,0x5F31D5B8
0.047472,4.589656,4.741969,4.589637,2,0x5F38F755
0.160458,2.496428,2.586649,2.496413,2,0x5F37B33F
0.456551,1.479979,1.546361,1.479958,2,0x5F3ACFAD
0.111183,2.999034,3.160508,2.998946,2,0x5F3C1FA2
0.061204,4.042123,4.064469,4.041937,1,0x5F3F68BE
0.019550,7.152045,7.074819,7.152045,2,0x5F32783C
0.808107,1.112412,1.160609,1.112398,2,0x5F3BFEE1
0.282729,1.880681,1.853238,1.880083,1,0x5F3597D0
0.120605,2.879507,2.986814,2.879488,2,0x5F3AA7BB
1.766143,0.752466,0.766203,0.752088,1,0x5F352E59
0.020615,6.964816,7.313875,6.964663,2,0x5F3E7B86
0.338025,1.719989,1.735146,1.719788,1,0x5F34A213
0.854428,1.081838,1.120056,1.081832,2,0x5F3CBBE2
1.188684,0.917206,0.890993,0.916093,1,0x5F302B80
0.036675,5.221766,5.209269,5.221721,1,0x5F31CE5E
0.125287,2.825190,2.790361,2.824548,1,0x5F32BAD8
0.036011,5.269662,5.407501,5.269653,2,0x5F36CA5B
0.219121,2.136278,2.043228,2.136252,2,0x5F32F4E8
1.788540,0.747740,0.782286,0.747728,2,0x5F3ABB5B
0.210575,2.179195,2.146299,2.178454,1,0x5F352D83
0.130105,2.772382,2.810944,2.771574,1,0x5F36839E
0.797193,1.120001,1.144984,1.119159,1,0x5F38993D
0.201374,2.228427,2.227239,2.228426,1,0x5F35A593
0.049699,4.485658,4.573888,4.485655,2,0x5F3825E3
0.018673,7.318007,7.267167,7.317478,1,0x5F3508B4
0.188025,2.306175,2.340291,2.305414,1,0x5F360C25
0.017766,7.502514,7.441565,7.501773,1,0x5F36E629
0.022391,6.682806,6.820544,6.682802,2,0x5F35F909
1.263733,0.889554,0.925379,0.889546,2,0x5F3DC6A8
1.656269,0.777024,0.778484,0.777020,1,0x5F314B11
0.176600,2.379605,2.478025,2.379581,2,0x5F390340
0.475547,1.450118,1.470727,1.449677,1,0x5F35FE37
0.872923,1.070316,1.030597,1.070310,2,0x5F33A68B
0.151639,2.567997,2.553459,2.567874,1,0x5F310F82
1.078080,0.963107,0.964275,0.963105,1,0x5F3BDA00
0.082564,3.480198,3.597951,3.480182,2,0x5F3AD090
0.097630,3.200426,3.346239,3.200378,2,0x5F3A21F8
0.459941,1.474515,1.480030,1.474484,1,0x5F33304E
0.022762,6.628119,6.718111,6.628118,2,0x5F3436F3
0.490444,1.427925,1.436738,1.427844,1,0x5F3574BC
1.607562,0.788708,0.817555,0.788703,2,0x5F382D99
0.789604,1.125370,1.199238,1.125297,2,0x5F3E925C
0.691728,1.202354,1.294198,1.202209,2,0x5F3E32CC
0.295134,1.840732,1.900130,1.840725,2,0x5F3EC556
0.130888,2.764073,2.876722,2.764047,2,0x5F3B2002
0.043911,4.772169,4.896913,4.772161,2,0x5F36A143
1.387047,0.849091,0.890864,0.849074,2,0x5F3CD508
0.013406,8.636765,8.901635,8.636738,2,0x5F3C3F6D
1.383872,0.850065,0.897538,0.850036,2,0x5F3E5671
0.627016,1.262876,1.315351,1.262863,2,0x5F389F7E
0.080874,3.516379,3.646905,3.516356,2,0x5F3C3782
0.348806,1.693199,1.745568,1.693194,2,0x5F38BA20
0.039623,5.023738,5.459769,5.022724,2,0x5F3FDC39
0.116902,2.924749,3.096929,2.924626,2,0x5F3DE94D
0.194045,2.270119,2.264387,2.270097,1,0x5F344599
1.639714,0.780937,0.817490,0.780924,2,0x5F3A381D
0.616305,1.273803,1.277215,1.273789,1,0x5F325ED7
